gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.75,"0.17612715065479279,0.5632506608963013,3.132617791834491e-07","0.19745945930480957,0.4989722967147827,0.0027772330213338137","0.2010282576084137,0.44602441787719727,-0.0027022655121982098","0.2093750685453415,0.4084664285182953,-0.011316131800413132","0.22203589975833893,0.37366271018981934,-0.020075272768735886","0.137753427028656,0.42423176765441895,-0.0006684846593998373","0.14637506008148193,0.35879358649253845,-0.012258486822247505","0.16061215102672577,0.3191711902618408,-0.02246033400297165","0.17478132247924805,0.2914120852947235,-0.03006143681704998","0.13316239416599274,0.4333079755306244,-0.011180447414517403","0.14653117954730988,0.3531248867511749,-0.022957781329751015","0.16445374488830566,0.3129965364933014,-0.03267448768019676","0.18153531849384308,0.2871687412261963,-0.03963876888155937","0.1378028690814972,0.44569671154022217,-0.022181004285812378","0.1535230427980423,0.37211042642593384,-0.03268786892294884","0.17187969386577606,0.3308942914009094,-0.03908124193549156","0.1885136216878891,0.3036763668060303,-0.04367755353450775","0.15047790110111237,0.4597160220146179,-0.033237915486097336","0.16315007209777832,0.4084664285182953,-0.041456304490566254","0.1745174676179886,0.377231240272522,-0.045002531260252","0.18511620163917542,0.35343456268310547,-0.04767575487494469"
0.75,"0.1706804633140564,0.5597882270812988,3.2797888138702547e-07","0.186454176902771,0.495250940322876,-9.216993930749595e-05","0.18851685523986816,0.44349339604377747,-0.006223749835044146","0.19726288318634033,0.40331390500068665,-0.014338723383843899","0.20817777514457703,0.36706095933914185,-0.022855794057250023","0.1357000172138214,0.4211452901363373,-0.00706863310188055","0.14832177758216858,0.35438403487205505,-0.019746875390410423","0.16287684440612793,0.315209299325943,-0.030217954888939857","0.17516082525253296,0.28527605533599854,-0.037653930485248566","0.13524511456489563,0.43418753147125244,-0.015082049183547497","0.1510377675294876,0.3539592921733856,-0.02586202323436737","0.16680464148521423,0.31359830498695374,-0.03352425992488861","0.1806589514017105,0.28331393003463745,-0.03946444019675255","0.14332520961761475,0.451276570558548,-0.02361392416059971","0.16229739785194397,0.37878862023353577,-0.03387599438428879","0.1767832636833191,0.33833417296409607,-0.03887302801012993","0.1886226385831833,0.3072688579559326,-0.042719315737485886","0.15839436650276184,0.4695323705673218,-0.03231120854616165","0.17754237353801727,0.4185744524002075,-0.039929185062646866","0.18937988579273224,0.3872365653514862,-0.04215488210320473","0.198857843875885,0.3616056740283966,-0.04403126239776611"
0.75,"0.16740445792675018,0.5497452020645142,3.319615586860891e-07","0.15673533082008362,0.4942437410354614,0.0025635177735239267","0.15311044454574585,0.4339860677719116,-0.0018129412783309817","0.15960071980953217,0.38784217834472656,-0.007963215000927448","0.16941305994987488,0.3549014925956726,-0.014527793042361736","0.1322999894618988,0.4179815649986267,-0.011138319969177246","0.14712010324001312,0.35131508111953735,-0.02449421025812626","0.16266915202140808,0.3143417537212372,-0.03309733420610428","0.1748499721288681,0.28753894567489624,-0.03842654079198837","0.13740766048431396,0.43200910091400146,-0.01972099579870701","0.15366697311401367,0.35482585430145264,-0.03150824457406998","0.17026488482952118,0.31529033184051514,-0.03725060075521469","0.1842976063489914,0.28622889518737793,-0.04125251993536949","0.14931677281856537,0.4497397541999817,-0.02826261706650257","0.17056524753570557,0.3823673725128174,-0.03936014324426651","0.18626387417316437,0.3445420265197754,-0.04317864403128624","0.19835224747657776,0.31508225202560425,-0.0455043725669384","0.1662551313638687,0.46885907649993896,-0.03657888248562813","0.18620824813842773,0.41762351989746094,-0.044437672942876816","0.19849468767642975,0.3865945637226105,-0.04645099863409996","0.20839950442314148,0.35936176776885986,-0.047680359333753586"
0.75,"0.1643039584159851,0.5494281053543091,3.272921276220586e-07","0.15006449818611145,0.5000302195549011,0.004066661465913057","0.14868858456611633,0.44023972749710083,-0.0003076427383348346","0.15922518074512482,0.396565705537796,-0.0063207619823515415","0.17261184751987457,0.36615052819252014,-0.012919604778289795","0.131788432598114,0.4219067394733429,-0.013310017064213753","0.14844240248203278,0.3519532084465027,-0.025678055360913277","0.16451409459114075,0.3172115087509155,-0.03246833756566048","0.17697587609291077,0.294070839881897,-0.03635711967945099","0.1396167129278183,0.4362127482891083,-0.02262335643172264","0.15458837151527405,0.35165268182754517,-0.034287381917238235","0.17140227556228638,0.31324470043182373,-0.03884465619921684","0.18506115674972534,0.2876444458961487,-0.0413341261446476","0.15373463928699493,0.4538823664188385,-0.03129444271326065","0.17696242034435272,0.3783281743526459,-0.04225561022758484","0.19277147948741913,0.34043848514556885,-0.04449065029621124","0.20278434455394745,0.3128775358200073,-0.0451202429831028","0.17225110530853271,0.47220659255981445,-0.03938491642475128","0.19444316625595093,0.41486647725105286,-0.04629641771316528","0.20811247825622559,0.3843734860420227,-0.04603470861911774","0.21799832582473755,0.360021710395813,-0.04523980990052223"
0.75,"0.1664888858795166,0.546397864818573,3.179127929797687e-07","0.16993176937103271,0.48869460821151733,0.001544432481750846","0.16836082935333252,0.4277878999710083,-0.002165890298783779","0.1710420399904251,0.38192427158355713,-0.007271711714565754","0.17399820685386658,0.3480972945690155,-0.012649545446038246","0.13640810549259186,0.41353943943977356,-0.011250493116676807","0.150935560464859,0.3507384657859802,-0.024449510499835014","0.16665440797805786,0.3139957785606384,-0.03305169194936752","0.1793772429227829,0.287911057472229,-0.038463953882455826","0.13825127482414246,0.4281368553638458,-0.019361207261681557","0.15410877764225006,0.3523646295070648,-0.031881172209978104","0.1719701588153839,0.3142555356025696,-0.03798922151327133","0.18693497776985168,0.28741997480392456,-0.041707709431648254","0.1480393409729004,0.4472157657146454,-0.027473917230963707","0.16861362755298615,0.38138246536254883,-0.03987288475036621","0.18515266478061676,0.34510767459869385,-0.043711159378290176","0.19769759476184845,0.31752657890319824,-0.04554174467921257","0.16383668780326843,0.4683265686035156,-0.03532235696911812","0.18492531776428223,0.4200132191181183,-0.04477718472480774","0.19800570607185364,0.39059609174728394,-0.04707644134759903","0.20865952968597412,0.3657474219799042,-0.04807916283607483"
0.75,"0.18150565028190613,0.5490596294403076,3.240553780869959e-07","0.20356884598731995,0.499398410320282,-0.0035281938035041094","0.20863226056098938,0.4488908052444458,-0.011334888637065887","0.21747179329395294,0.41187232732772827,-0.020801186561584473","0.22795799374580383,0.3740774691104889,-0.03019840642809868","0.14546851813793182,0.4199875593185425,-0.006457209587097168","0.15356475114822388,0.3561515510082245,-0.018749067559838295","0.1668677181005478,0.3164759576320648,-0.02890866808593273","0.17955026030540466,0.2888031601905823,-0.036138880997896194","0.14051154255867004,0.4292547404766083,-0.01328069344162941","0.1544506847858429,0.3533395528793335,-0.02568398416042328","0.17350450158119202,0.3133198916912079,-0.034889429807662964","0.19183480739593506,0.2886356711387634,-0.041024308651685715","0.14383447170257568,0.4412744641304016,-0.020998511463403702","0.16054925322532654,0.369353324174881,-0.03201901167631149","0.17879223823547363,0.32813435792922974,-0.03781285881996155","0.19520513713359833,0.30103930830955505,-0.04148802533745766","0.1549154371023178,0.4553917944431305,-0.029204921796917915","0.168318510055542,0.4039928913116455,-0.037957701832056046","0.17984959483146667,0.37251731753349304,-0.041203953325748444","0.1904563158750534,0.3493725657463074,-0.043182775378227234"
0.75,"0.18752966821193695,0.5574930906295776,2.558226128712704e-07","0.20952968299388885,0.518894374370575,-0.00897652842104435","0.22232475876808167,0.46333110332489014,-0.014944659546017647","0.2360818237066269,0.4222922921180725,-0.02165490761399269","0.24789056181907654,0.38853681087493896,-0.028237447142601013","0.18386666476726532,0.41282784938812256,-0.0011250153183937073","0.1901354193687439,0.3589310944080353,-0.011931024491786957","0.2002011090517044,0.32864829897880554,-0.0222969688475132","0.21100081503391266,0.30637630820274353,-0.029107533395290375","0.1697898656129837,0.41269001364707947,-0.003384701209142804","0.16875776648521423,0.3521997928619385,-0.012230975553393364","0.1772344410419464,0.31586259603500366,-0.020276544615626335","0.1883528083562851,0.28882068395614624,-0.02552958019077778","0.1580948680639267,0.4256346523761749,-0.007850006222724915","0.15392287075519562,0.3678016662597656,-0.01793753169476986","0.16358374059200287,0.33475685119628906,-0.023302916437387466","0.17552416026592255,0.30985355377197266,-0.025840114802122116","0.14973865449428558,0.4494251012802124,-0.013401418924331665","0.1512800008058548,0.4073963761329651,-0.022185243666172028","0.15806648135185242,0.38018399477005005,-0.0246819369494915","0.16665330529212952,0.35769423842430115,-0.02531576156616211"
0.75,"0.18751898407936096,0.5601933002471924,3.0510622650581354e-07","0.2116992473602295,0.5233404040336609,-0.012051790952682495","0.22787785530090332,0.47123783826828003,-0.017981387674808502","0.24222174286842346,0.4287430942058563,-0.023715434595942497","0.2543669641017914,0.3921099305152893,-0.02914169616997242","0.18601970374584198,0.41637998819351196,-0.002214055974036455","0.19497527182102203,0.36586815118789673,-0.013416629284620285","0.2059231549501419,0.33513784408569336,-0.024328535422682762","0.21680620312690735,0.31047841906547546,-0.03148233890533447","0.17075270414352417,0.41487422585487366,-0.0032767930533736944","0.16968142986297607,0.3540706932544708,-0.012078657746315002","0.17722919583320618,0.31543445587158203,-0.020321734249591827","0.18690244853496552,0.28493112325668335,-0.025777101516723633","0.15872205793857574,0.4274061322212219,-0.006953252945095301","0.15471015870571136,0.36976683139801025,-0.017362840473651886","0.16026626527309418,0.33303102850914,-0.02341589890420437","0.16852794587612152,0.30249321460723877,-0.026576345786452293","0.14951558411121368,0.45101243257522583,-0.011936822906136513","0.14841540157794952,0.41196209192276,-0.021255390718579292","0.15293827652931213,0.38354969024658203,-0.02414516545832157","0.1596832126379013,0.35868552327156067,-0.025175152346491814"
0.75,"0.18462973833084106,0.5602356791496277,2.991584437950223e-07","0.21091163158416748,0.5252357721328735,-0.011129794642329216","0.22919180989265442,0.4757813811302185,-0.015570060350000858","0.2441769689321518,0.4308873116970062,-0.020027589052915573","0.2568191587924957,0.3934852182865143,-0.02419765293598175","0.18983574211597443,0.4172120690345764,0.002354653552174568","0.19894325733184814,0.36787497997283936,-0.005685247480869293","0.20785830914974213,0.3377225399017334,-0.015307478606700897","0.21594569087028503,0.3099065124988556,-0.022078881040215492","0.17292293906211853,0.4129835367202759,0.001486073131673038","0.1754872053861618,0.3539019525051117,-0.004164829850196838","0.18178091943264008,0.31617042422294617,-0.011614820919930935","0.1893424242734909,0.2836419939994812,-0.017191141843795776","0.15836197137832642,0.4208069145679474,-0.0021129490341991186","0.15654823184013367,0.3665162920951843,-0.008962774649262428","0.16109493374824524,0.330615758895874,-0.014143120497465134","0.16834381222724915,0.2992810308933258,-0.0173590537160635","0.14552444219589233,0.4383908808231354,-0.007288042455911636","0.141921728849411,0.39493733644485474,-0.013041971251368523","0.14512300491333008,0.3660183548927307,-0.01455511711537838","0.15184339880943298,0.3405229449272156,-0.015210594981908798"
0.75,"0.17569704353809357,0.5630780458450317,3.014500009612675e-07","0.20507311820983887,0.5260752439498901,-0.011767315678298473","0.22548392415046692,0.47655189037323,-0.015953751280903816","0.2388332486152649,0.43292543292045593,-0.019540805369615555","0.24833978712558746,0.39782992005348206,-0.022898273542523384","0.19189830124378204,0.4195164740085602,-0.0031470858957618475","0.19995149970054626,0.36773476004600525,-0.011057699099183083","0.20529723167419434,0.3364675045013428,-0.018984206020832062","0.20906291902065277,0.30864083766937256,-0.0244208462536335","0.1721845120191574,0.41615232825279236,-0.003123488975688815","0.17360243201255798,0.3531167209148407,-0.009196696802973747","0.17663967609405518,0.31411606073379517,-0.016086596995592117","0.17881904542446136,0.28114843368530273,-0.02071315422654152","0.1548350602388382,0.4274570345878601,-0.005207642912864685","0.14770746231079102,0.37335753440856934,-0.012232426553964615","0.14642071723937988,0.3382694125175476,-0.01779596507549286","0.14677204191684723,0.3072115182876587,-0.0211192537099123","0.13966667652130127,0.4497631788253784,-0.008533683605492115","0.13310451805591583,0.41095659136772156,-0.014644937589764595","0.1311611533164978,0.38390153646469116,-0.016825107857584953","0.1314176321029663,0.357749342918396,-0.017719903960824013"
0.75,"0.17303301393985748,0.5629633665084839,2.5499173261778196e-07","0.2025376409292221,0.5293038487434387,-0.01079617626965046","0.22049574553966522,0.4785690903663635,-0.01309290248900652","0.2313031703233719,0.43231675028800964,-0.014839036390185356","0.23861084878444672,0.3986487090587616,-0.016363218426704407","0.19255563616752625,0.41656970977783203,-0.0024400039110332727","0.1987108439207077,0.36412370204925537,-0.00833021942526102","0.1998264491558075,0.3334137797355652,-0.014459262602031231","0.19883349537849426,0.30660489201545715,-0.018969716504216194","0.17154362797737122,0.41306331753730774,-0.002467055805027485","0.1716991364955902,0.35012465715408325,-0.007166450377553701","0.17175906896591187,0.3121180236339569,-0.013103199191391468","0.1701667308807373,0.2801409065723419,-0.017185963690280914","0.15266546607017517,0.42500367760658264,-0.004414649214595556","0.14194811880588531,0.37322765588760376,-0.010559993796050549","0.13765347003936768,0.34015604853630066,-0.016191856935620308","0.13477256894111633,0.3096996545791626,-0.01981254108250141","0.13601386547088623,0.44845491647720337,-0.007514850236475468","0.12587961554527283,0.4110959768295288,-0.013700532726943493","0.12130474299192429,0.3866332471370697,-0.016371693462133408","0.1190493255853653,0.36139777302742004,-0.01771729812026024"
0.75,"0.1714579164981842,0.5540948510169983,2.4365613171539735e-07","0.19946862757205963,0.5213397145271301,-0.012239192612469196","0.21590712666511536,0.4719690680503845,-0.016011973842978477","0.2228122502565384,0.42822450399398804,-0.019160538911819458","0.22933641076087952,0.39590391516685486,-0.021893585100769997","0.19086939096450806,0.4079970717430115,-0.005304411519318819","0.1955765336751938,0.3571394383907318,-0.012956282123923302","0.19468875229358673,0.32729870080947876,-0.019815104082226753","0.19099219143390656,0.30175143480300903,-0.02457541786134243","0.1697072833776474,0.40338560938835144,-0.0051869857124984264","0.1695765107870102,0.3404481112957001,-0.011286367662250996","0.16753429174423218,0.30237019062042236,-0.01718982495367527","0.16342119872570038,0.2699342370033264,-0.020940052345395088","0.15061739087104797,0.41486093401908875,-0.007102988660335541","0.1380288004875183,0.36468297243118286,-0.013841457664966583","0.13149358332157135,0.3333442211151123,-0.018995041027665138","0.1263771802186966,0.30391454696655273,-0.022183839231729507","0.13371232151985168,0.43857255578041077,-0.010372152552008629","0.12131062150001526,0.40451863408088684,-0.016267091035842896","0.11474262177944183,0.3836812376976013,-0.018318848684430122","0.11034166067838669,0.36173325777053833,-0.019240986555814743"
0.75,"0.16950733959674835,0.5229154825210571,2.3202025545288052e-07","0.1965116411447525,0.4942622780799866,-0.011171430349349976","0.21417057514190674,0.4487655460834503,-0.015486146323382854","0.22341758012771606,0.41004908084869385,-0.019647786393761635","0.22762705385684967,0.38033074140548706,-0.023570062592625618","0.19230684638023376,0.37693336606025696,-0.005553503520786762","0.19607952237129211,0.32669371366500854,-0.014910213649272919","0.19418759644031525,0.2997587323188782,-0.023112749680876732","0.1893056333065033,0.2775701880455017,-0.02860208787024021","0.17127665877342224,0.3709414005279541,-0.006844858638942242","0.1711505502462387,0.3095557689666748,-0.014575028792023659","0.16962629556655884,0.2732970118522644,-0.02177373506128788","0.1664973795413971,0.24370776116847992,-0.026375962421298027","0.15157154202461243,0.3819388747215271,-0.010239524766802788","0.13937847316265106,0.3295632600784302,-0.01874205656349659","0.13253431022167206,0.29555243253707886,-0.02552548050880432","0.12704278528690338,0.2651815116405487,-0.029811350628733635","0.1346954107284546,0.40509817004203796,-0.014833169057965279","0.12390565127134323,0.3682713806629181,-0.022397059947252274","0.11673787981271744,0.34565863013267517,-0.025728337466716766","0.1108282059431076,0.32305166125297546,-0.02758532017469406"
0.75,"0.17174914479255676,0.48198819160461426,3.561580399491504e-07","0.20198990404605865,0.45445385575294495,-0.01381921861320734","0.22341524064540863,0.41427648067474365,-0.01805249974131584","0.2322077751159668,0.3724702000617981,-0.021625392138957977","0.2310815453529358,0.3354770839214325,-0.02478906512260437","0.21059344708919525,0.32759523391723633,-0.002972876653075218","0.2217186689376831,0.2772234380245209,-0.009325413033366203","0.22529755532741547,0.242794468998909,-0.01679651252925396","0.22627723217010498,0.21036219596862793,-0.022456569597125053","0.18852201104164124,0.31626802682876587,-0.002026333473622799","0.1944981813430786,0.259604811668396,-0.006319920066744089","0.19544005393981934,0.22165191173553467,-0.013773433864116669","0.19515648484230042,0.18597069382667542,-0.01917247474193573","0.16559234261512756,0.32364127039909363,-0.003333563916385174","0.15563902258872986,0.27564218640327454,-0.009931588545441628","0.14752988517284393,0.24092939496040344,-0.017413746565580368","0.14113321900367737,0.20983056724071503,-0.022349916398525238","0.14436370134353638,0.3460976183414459,-0.006034008227288723","0.13489729166030884,0.30596596002578735,-0.012317554093897343","0.12770721316337585,0.2825099527835846,-0.015106837265193462","0.12215244770050049,0.2612546384334564,-0.01644553244113922"
0.75,"0.18750759959220886,0.447889119386673,2.1137184091912786e-07","0.22394728660583496,0.41196930408477783,-0.0014478585217148066","0.2454107403755188,0.3612022399902344,0.0032676307018846273","0.2565961480140686,0.31918179988861084,0.006099685560911894","0.2591361403465271,0.2872582972049713,0.009103125892579556","0.2325204759836197,0.29051679372787476,0.022464139387011528","0.23994378745555878,0.2418590784072876,0.02395028807222843","0.24087345600128174,0.21137887239456177,0.019697509706020355","0.2395162284374237,0.18716782331466675,0.01613038219511509","0.21156466007232666,0.28326085209846497,0.02030056342482567","0.21907439827919006,0.23173168301582336,0.023096179589629173","0.22106575965881348,0.2015792727470398,0.017262501642107964","0.2210918664932251,0.17927096784114838,0.012633283622562885","0.18950054049491882,0.2874889373779297,0.01599588245153427","0.1969156414270401,0.24182972311973572,0.016219373792409897","0.20044271647930145,0.21414431929588318,0.01266468595713377","0.20305250585079193,0.19434817135334015,0.009793544188141823","0.1683274209499359,0.30327877402305603,0.010875207372009754","0.1728154420852661,0.2635840177536011,0.010518442839384079","0.17753630876541138,0.24207060039043427,0.011663657613098621","0.18277162313461304,0.22506022453308105,0.012760668061673641"
0.75,"0.21720367670059204,0.4194079637527466,3.1800442457097233e-07","0.2550746202468872,0.38086065649986267,-0.001184214954264462","0.2767498791217804,0.3316991627216339,0.00350041501224041","0.29187241196632385,0.28961867094039917,0.005998267792165279","0.3073652982711792,0.26562467217445374,0.008670996874570847","0.2678518295288086,0.26975399255752563,0.0218824353069067","0.2786829471588135,0.2189745008945465,0.02537769451737404","0.2826462388038635,0.18542005121707916,0.023935019969940186","0.2838939428329468,0.15576325356960297,0.021740561351180077","0.24742943048477173,0.25346386432647705,0.018718842417001724","0.2554532289505005,0.19522103667259216,0.022482074797153473","0.26009103655815125,0.15691973268985748,0.018383793532848358","0.26250964403152466,0.12250927090644836,0.015233499929308891","0.2259320467710495,0.25321823358535767,0.013246885500848293","0.22046081721782684,0.19525083899497986,0.012805546633899212","0.21794919669628143,0.15865768492221832,0.006330824922770262","0.21688657999038696,0.12568414211273193,0.001619315822608769","0.20464111864566803,0.26584041118621826,0.007098144851624966","0.19873648881912231,0.21666568517684937,0.005850384011864662","0.19741494953632355,0.190895676612854,0.004063898231834173","0.19934388995170593,0.16701462864875793,0.0027521871961653233"
0.75,"0.2371731996536255,0.39473921060562134,2.843923709860974e-07","0.26956820487976074,0.37405720353126526,-0.00941958837211132","0.293995201587677,0.339839369058609,-0.013406484387814999","0.3108835220336914,0.30503326654434204,-0.017908280715346336","0.31593018770217896,0.27156251668930054,-0.022644158452749252","0.2812814712524414,0.26226866245269775,-0.005138035397976637","0.2957274317741394,0.2136157602071762,-0.013203705660998821","0.30161264538764954,0.1860392540693283,-0.01989826373755932","0.3055558204650879,0.1610429584980011,-0.02428540028631687","0.2604159712791443,0.24627256393432617,-0.007504850625991821","0.272064208984375,0.182144895195961,-0.013902503997087479","0.277876079082489,0.1448642760515213,-0.020004063844680786","0.281954824924469,0.11321035027503967,-0.023981843143701553","0.23855488002300262,0.24737711250782013,-0.011722507886588573","0.23324988782405853,0.18606548011302948,-0.019574027508497238","0.23183923959732056,0.1510484218597412,-0.025719180703163147","0.2329205870628357,0.12312185764312744,-0.029616696760058403","0.21678513288497925,0.26216810941696167,-0.016989445313811302","0.21096034348011017,0.21657074987888336,-0.02386840619146824","0.20992806553840637,0.19202277064323425,-0.026558058336377144","0.2122316211462021,0.1715746819972992,-0.02805439755320549"
0.75,"0.24748770892620087,0.3950894773006439,2.703663426473213e-07","0.27898460626602173,0.382371723651886,-0.01517188549041748","0.3087528944015503,0.3530041575431824,-0.023331593722105026","0.32978323101997375,0.32082581520080566,-0.03163539245724678","0.3363409638404846,0.2897213399410248,-0.03939589485526085","0.2994101047515869,0.27204427123069763,-0.01259363628923893","0.3076944351196289,0.2084774374961853,-0.02329297363758087","0.3081367015838623,0.16751781105995178,-0.029163340106606483","0.3053611218929291,0.13610509037971497,-0.032453857362270355","0.2791927754878998,0.2553723454475403,-0.012538024224340916","0.2925236225128174,0.18615806102752686,-0.022113054990768433","0.29903554916381836,0.15176628530025482,-0.02527112513780594","0.30385497212409973,0.11913113296031952,-0.025924133136868477","0.25796958804130554,0.2516156733036041,-0.014905833639204502","0.26089346408843994,0.18000759184360504,-0.02878447063267231","0.25491878390312195,0.1792130470275879,-0.029755037277936935","0.24928724765777588,0.1827692687511444,-0.026937739923596382","0.23577815294265747,0.2594083845615387,-0.01868724264204502","0.23177815973758698,0.2075755000114441,-0.03150782734155655","0.22474324703216553,0.19531971216201782,-0.0331813208758831","0.21819119155406952,0.18996253609657288,-0.03151974827051163"
0.75,"0.2869042158126831,0.4601191282272339,2.342123366361193e-07","0.315117210149765,0.4782785177230835,-0.011573129333555698","0.3513447642326355,0.4642696678638458,-0.013401498086750507","0.3759213984012604,0.4491686522960663,-0.014220915734767914","0.3938849866390228,0.44006773829460144,-0.014699145220220089","0.3536868691444397,0.38046643137931824,-0.001678258297033608","0.37895289063453674,0.3569946885108948,-0.006981542333960533","0.3948770761489868,0.3444592356681824,-0.012800827622413635","0.40725159645080566,0.33557575941085815,-0.01678426004946232","0.3409973382949829,0.3542872965335846,-0.0015327301807701588","0.36539122462272644,0.31325364112854004,-0.005524223204702139","0.38118159770965576,0.28911182284355164,-0.011498832143843174","0.3933834135532379,0.2722102403640747,-0.015446796081960201","0.32461410760879517,0.33910226821899414,-0.0034997870679944754","0.34295713901519775,0.29701530933380127,-0.010108939372003078","0.356058806180954,0.2756633460521698,-0.01613534986972809","0.36779069900512695,0.26034748554229736,-0.019629770889878273","0.3043975830078125,0.3326999545097351,-0.006649663206189871","0.3153017461299896,0.29654720425605774,-0.013522084802389145","0.32395869493484497,0.27770349383354187,-0.01637049950659275","0.33398106694221497,0.2636502981185913,-0.017633656039834023"
0.75,"0.2804093360900879,0.49189460277557373,2.4515856011930737e-07","0.31436049938201904,0.516475260257721,-0.006965601351112127","0.34860074520111084,0.5152463912963867,-0.008664174936711788","0.3715372383594513,0.5053184032440186,-0.010684536769986153","0.38936424255371094,0.496186763048172,-0.01266416721045971","0.3537566065788269,0.420197993516922,0.00025067353271879256","0.38105520606040955,0.3993481993675232,-0.007488525938242674","0.3981371521949768,0.3936711847782135,-0.014720642007887363","0.41292983293533325,0.39132118225097656,-0.019242117181420326","0.3419492840766907,0.390714168548584,-0.00214539491571486","0.3705213963985443,0.35191941261291504,-0.008150415495038033","0.3904906213283539,0.3332626521587372,-0.014173337258398533","0.40763774514198303,0.32011085748672485,-0.01768496073782444","0.32550469040870667,0.3751757740974426,-0.006340086925774813","0.34231820702552795,0.32846248149871826,-0.014064539223909378","0.3566876947879791,0.3047734797000885,-0.019417142495512962","0.37160709500312805,0.28735750913619995,-0.022042224183678627","0.3047705888748169,0.3725990355014801,-0.011309624649584293","0.31489890813827515,0.3361274003982544,-0.0175301693379879","0.3252986967563629,0.31899094581604004,-0.01871289499104023","0.33789679408073425,0.30739909410476685,-0.018694091588258743"
0.75,"0.2753000557422638,0.5168993473052979,2.322687890909947e-07","0.3091062903404236,0.5395492911338806,-0.006044167093932629","0.34591346979141235,0.5404016375541687,-0.00808263011276722","0.3724500834941864,0.5409137606620789,-0.010894058272242546","0.392647385597229,0.5419406294822693,-0.013977088034152985","0.3546081781387329,0.44831526279449463,0.0007152773323468864","0.3834199011325836,0.4303096532821655,-0.00723631726577878","0.4001144468784332,0.42844995856285095,-0.015094959177076817","0.4151759445667267,0.42968547344207764,-0.020365843549370766","0.3439256548881531,0.4201737642288208,-0.002495466498658061","0.37297990918159485,0.3859858214855194,-0.009062468074262142","0.3930157423019409,0.37187451124191284,-0.01618015579879284","0.4109017550945282,0.362423300743103,-0.020967727527022362","0.32806533575057983,0.403523713350296,-0.007449500262737274","0.3478139340877533,0.36045771837234497,-0.015442125499248505","0.364011287689209,0.3414030075073242,-0.02128756232559681","0.3801727294921875,0.3290887773036957,-0.024657970294356346","0.3082069158554077,0.39725926518440247,-0.013148182071745396","0.3221835792064667,0.3623194694519043,-0.01953817531466484","0.33453044295310974,0.34867191314697266,-0.020998908206820488","0.34821733832359314,0.3422333300113678,-0.021460892632603645"
0.75,"0.2727687358856201,0.523553729057312,2.6969061650561343e-07","0.3058245778083801,0.5461951494216919,-0.008902650326490402","0.341305673122406,0.5495902299880981,-0.012043643742799759","0.36808618903160095,0.5470771789550781,-0.015622923150658607","0.38929420709609985,0.5474844574928284,-0.01920793019235134","0.3521918058395386,0.4552060663700104,0.0011018426157534122","0.38011568784713745,0.43984419107437134,-0.0076026711612939835","0.39711469411849976,0.4390193521976471,-0.016927450895309448","0.41254791617393494,0.4414573311805725,-0.023415807634592056","0.34204256534576416,0.42613914608955383,-0.0009799235267564654","0.3714229166507721,0.39509713649749756,-0.00724111357703805","0.3917336165904999,0.3801969885826111,-0.015288230963051319","0.41009941697120667,0.3702963888645172,-0.021316511556506157","0.3265034854412079,0.4098113179206848,-0.005328135099261999","0.3465625047683716,0.3701951205730438,-0.013253428973257542","0.3621622920036316,0.3510546386241913,-0.019795380532741547","0.37835726141929626,0.33856767416000366,-0.024181848391890526","0.3066141605377197,0.4034343659877777,-0.010784910060465336","0.3203338384628296,0.37292706966400146,-0.01788000389933586","0.33160635828971863,0.3589114546775818,-0.02047421783208847","0.34486350417137146,0.3503543734550476,-0.022029535844922066"
0.75,"0.26992183923721313,0.5103874206542969,2.8177996114209236e-07","0.30458715558052063,0.5299774408340454,-0.007551486603915691","0.33979588747024536,0.5290570259094238,-0.009952890686690807","0.3660520911216736,0.5237969756126404,-0.01278240792453289","0.3863753378391266,0.5172625780105591,-0.015424451790750027","0.34813210368156433,0.43802788853645325,0.0006152921123430133","0.37517666816711426,0.4184444546699524,-0.007282291539013386","0.391787588596344,0.4138566255569458,-0.015192022547125816","0.4067610502243042,0.41207507252693176,-0.020482396706938744","0.3372710049152374,0.4087830185890198,-0.0019544558599591255","0.3661392629146576,0.3719399571418762,-0.007758008316159248","0.38540542125701904,0.35559776425361633,-0.014219802804291248","0.4024222493171692,0.34373709559440613,-0.018559930846095085","0.32166221737861633,0.39285752177238464,-0.0064997924491763115","0.3406771421432495,0.34886059165000916,-0.01355078537017107","0.35594525933265686,0.3289174437522888,-0.01878981851041317","0.37148284912109375,0.31567496061325073,-0.02202078141272068","0.3017759621143341,0.38830918073654175,-0.012075643986463547","0.31342917680740356,0.355948269367218,-0.01836441271007061","0.3249254524707794,0.3404165506362915,-0.020470919087529182","0.3381277620792389,0.3301404118537903,-0.02141190879046917"
