gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.75,"0.3598310649394989,0.4324483871459961,1.2412456840138475e-07","0.37654954195022583,0.41390320658683777,-0.005823227576911449","0.38907650113105774,0.3912975788116455,-0.0073752510361373425","0.39695852994918823,0.3709604740142822,-0.008867760188877583","0.40083375573158264,0.35340118408203125,-0.010154765099287033","0.3687616288661957,0.3505712151527405,0.0014857671922072768","0.3719157576560974,0.3255856931209564,-0.00062556128250435","0.3732149004936218,0.31245195865631104,-0.0037517526652663946","0.3738407790660858,0.3009953200817108,-0.006101847626268864","0.35663339495658875,0.3498935401439667,0.0014900860842317343","0.3552766442298889,0.32009753584861755,0.0005609518266282976","0.3553551137447357,0.30332452058792114,-0.0020342604257166386","0.35555827617645264,0.2895892560482025,-0.00414608558639884","0.3460550010204315,0.35719025135040283,0.000180841438123025","0.3395991921424866,0.3317253589630127,-0.0020769101101905107","0.3374977111816406,0.31660041213035583,-0.004899414721876383","0.3372718095779419,0.3019353151321411,-0.006970761809498072","0.33679673075675964,0.3704976737499237,-0.0018540122546255589","0.32980167865753174,0.3535131812095642,-0.0044415672309696674","0.3274165093898773,0.34322497248649597,-0.005472573917359114","0.32749831676483154,0.33225712180137634,-0.006083741784095764"
0.75,"0.36238518357276917,0.44214868545532227,1.298935501381493e-07","0.37955600023269653,0.4235531687736511,-0.006310556083917618","0.39138004183769226,0.40103861689567566,-0.00796489603817463","0.39914149045944214,0.38062191009521484,-0.009520023129880428","0.40277644991874695,0.36386188864707947,-0.010842996649444103","0.3703109920024872,0.3611893951892853,0.0012865456519648433","0.373371422290802,0.3362908661365509,-0.0008985482272692025","0.37499168515205383,0.32272621989250183,-0.00410457281395793","0.3758406341075897,0.3103155791759491,-0.006559902336448431","0.358061820268631,0.3604854643344879,0.001572981127537787","0.35632866621017456,0.33042266964912415,0.0002269072865601629","0.3565042316913605,0.3135668933391571,-0.002476047957316041","0.35682806372642517,0.29954227805137634,-0.004548173863440752","0.3477948009967804,0.36744096875190735,0.0005157426930963993","0.34083065390586853,0.3419211804866791,-0.0019407571526244283","0.33894097805023193,0.3270290493965149,-0.004784768912941217","0.3389045000076294,0.31288596987724304,-0.006732485722750425","0.3391379117965698,0.38053232431411743,-0.0013297145487740636","0.33169543743133545,0.3635953366756439,-0.0038499014917761087","0.3289218544960022,0.353660523891449,-0.004895106423646212","0.3288290798664093,0.34377947449684143,-0.0054708728566765785"
0.75,"0.362491637468338,0.44745755195617676,1.3983296298647474e-07","0.37917086482048035,0.4281841218471527,-0.005740107968449593","0.39117196202278137,0.40559062361717224,-0.0072013260796666145","0.3985458314418793,0.384450763463974,-0.008636931888759136","0.4025859534740448,0.3678673505783081,-0.009814457036554813","0.37000736594200134,0.3647381365299225,0.002443544566631317","0.3731493055820465,0.3399506211280823,0.0006220091599971056","0.3745869994163513,0.3266999125480652,-0.0025262499693781137","0.37521499395370483,0.31487777829170227,-0.004888645373284817","0.3578856885433197,0.3644183874130249,0.00264270743355155","0.3563793897628784,0.33420389890670776,0.0019168272847309709","0.3563612699508667,0.3174663186073303,-0.0006262870156206191","0.35636791586875916,0.30415546894073486,-0.002615111181512475","0.34760522842407227,0.3718932271003723,0.0015210453420877457","0.3406432867050171,0.34649449586868286,-0.0002919199760071933","0.33852270245552063,0.33207300305366516,-0.002810008591040969","0.3381553292274475,0.3186684548854828,-0.004596760030835867","0.3387537896633148,0.3855285346508026,-0.00035986496368423104","0.3311897814273834,0.36894485354423523,-0.0022255692165344954","0.3285934627056122,0.3590184450149536,-0.0028464687056839466","0.32861316204071045,0.34889787435531616,-0.0031265446450561285"
0.75,"0.36286649107933044,0.460598886013031,1.372326892123965e-07","0.37880387902259827,0.44051000475883484,-0.006090217735618353","0.3903079330921173,0.41738706827163696,-0.007616335526108742","0.3978954553604126,0.3962685465812683,-0.009169992059469223","0.4011726975440979,0.37887677550315857,-0.010500111617147923","0.3683476150035858,0.3776108920574188,0.002848986769095063","0.3710365295410156,0.35227084159851074,0.0011818744242191315","0.37231430411338806,0.33924493193626404,-0.001771571347489953","0.37264153361320496,0.3276880383491516,-0.004060081206262112","0.3563232123851776,0.3783707022666931,0.0030065481550991535","0.3539784848690033,0.34834539890289307,0.002270757220685482","0.3538872003555298,0.33203935623168945,-0.00039338652277365327","0.3537445366382599,0.31923073530197144,-0.0024827236775308847","0.3463367521762848,0.3868180513381958,0.0017269111704081297","0.3383773863315582,0.3624090254306793,-0.00025335114332847297","0.3363659083843231,0.3474736213684082,-0.0031806095503270626","0.33599036931991577,0.3338429927825928,-0.005269358400255442","0.33759739995002747,0.40124744176864624,-0.0003532197733875364","0.32970982789993286,0.38528287410736084,-0.00248125777579844","0.32711973786354065,0.37449872493743896,-0.0035282408352941275","0.3270193338394165,0.36332109570503235,-0.004191921558231115"
0.75,"0.36404183506965637,0.47835782170295715,1.1608863559331439e-07","0.37864136695861816,0.45725739002227783,-0.006258103996515274","0.3897327482700348,0.4326540231704712,-0.008064609952270985","0.39636918902397156,0.4113856554031372,-0.009771582670509815","0.39927881956100464,0.3939630687236786,-0.011241946369409561","0.3677232563495636,0.3946359157562256,0.0007787509821355343","0.3695541322231293,0.3683225214481354,-0.0018198329489678144","0.3700701594352722,0.3554602265357971,-0.0052331783808767796","0.3697195053100586,0.3443111181259155,-0.007757093757390976","0.3557067811489105,0.39648300409317017,0.0007698695990256965","0.3523418605327606,0.36586886644363403,-0.0007519447826780379","0.35156506299972534,0.34991756081581116,-0.0037150983698666096","0.3506404459476471,0.33764976263046265,-0.0060150474309921265","0.3459699749946594,0.4059249460697174,-0.0005779685452580452","0.3375544846057892,0.3823123574256897,-0.0032129152677953243","0.3343821167945862,0.3673475980758667,-0.006323972716927528","0.33256831765174866,0.3534761667251587,-0.008543410338461399","0.3375917673110962,0.42147305607795715,-0.002675004303455353","0.32908689975738525,0.4064267873764038,-0.00536012789234519","0.32603493332862854,0.3962309956550598,-0.006548506207764149","0.32503628730773926,0.38478121161460876,-0.007284245919436216"
0.75,"0.3636872172355652,0.48888280987739563,1.296912586212784e-07","0.378703236579895,0.4675433933734894,-0.0065530575811862946","0.3890220522880554,0.44160065054893494,-0.008144844323396683","0.39551883935928345,0.41887331008911133,-0.009575244970619678","0.3983243405818939,0.40099817514419556,-0.010733096860349178","0.3660442531108856,0.4054545760154724,0.0016526497201994061","0.36719873547554016,0.3794730603694916,-0.00022351866937242448","0.3674359917640686,0.3662847876548767,-0.0032598290126770735","0.3669893443584442,0.35484614968299866,-0.005593030247837305","0.35404032468795776,0.4074501097202301,0.0021044143941253424","0.3500276505947113,0.37785881757736206,0.0013201424153521657","0.34881362318992615,0.3617802560329437,-0.0012946247588843107","0.3476603627204895,0.3493342101573944,-0.003359825350344181","0.3443657159805298,0.41685280203819275,0.0011774580925703049","0.3356655538082123,0.39385223388671875,-0.0006171107525005937","0.3326775133609772,0.38001981377601624,-0.0032367678359150887","0.3310428261756897,0.366831511259079,-0.005188282113522291","0.33643633127212524,0.4321597218513489,-0.0005998964188620448","0.3281860649585724,0.41777503490448,-0.002504144562408328","0.3248843252658844,0.40832626819610596,-0.0032822852954268456","0.32362788915634155,0.3978322744369507,-0.003773423610255122"
0.75,"0.3640202283859253,0.507430911064148,1.1065981908586764e-07","0.377302885055542,0.4835304617881775,-0.006228711921721697","0.38595837354660034,0.4568813741207123,-0.007881811819970608","0.39098480343818665,0.43416735529899597,-0.009438778273761272","0.392717182636261,0.416100412607193,-0.010692393407225609","0.3624706566333771,0.4233499765396118,0.000722407887224108","0.3623327314853668,0.39616283774375916,-0.0015585562214255333","0.36168596148490906,0.3836039900779724,-0.004650715738534927","0.3604365289211273,0.3737664520740509,-0.006925884634256363","0.35072699189186096,0.4272952377796173,0.0009592045098543167","0.3458329439163208,0.39777296781539917,-6.427035987144336e-05","0.3437711000442505,0.38271957635879517,-0.00256102136336267","0.3418653607368469,0.37138208746910095,-0.004542453680187464","0.3415505290031433,0.43852028250694275,-0.00011473958875285462","0.3317297697067261,0.41621074080467224,-0.0021961696911603212","0.32760384678840637,0.40288808941841125,-0.004854836035519838","0.324905663728714,0.3907657563686371,-0.00682562543079257","0.33433690667152405,0.4556407630443573,-0.0019676878582686186","0.3251602053642273,0.44265425205230713,-0.004344183020293713","0.3208615183830261,0.43337753415107727,-0.0054834201000630856","0.3185012638568878,0.4233766496181488,-0.006171435117721558"
0.75,"0.36274591088294983,0.5250378251075745,1.1248354070403366e-07","0.37459611892700195,0.5003763437271118,-0.0064953709952533245","0.38179028034210205,0.472931444644928,-0.008149994537234306","0.38560032844543457,0.45021867752075195,-0.009634610265493393","0.38607537746429443,0.43243324756622314,-0.010811969637870789","0.35653409361839294,0.44342347979545593,0.0003827665641438216","0.35508134961128235,0.416594922542572,-0.001996086910367012","0.35381007194519043,0.4045029580593109,-0.005274773575365543","0.3517237603664398,0.39485859870910645,-0.0076929316855967045","0.34541696310043335,0.44880446791648865,0.0007831059629097581","0.33972281217575073,0.42153486609458923,-0.00023674470139667392","0.3361563980579376,0.4071570634841919,-0.0029314442072063684","0.3327854573726654,0.39587968587875366,-0.005147327668964863","0.3368830978870392,0.4610632359981537,-0.00014006860146764666","0.3263710141181946,0.44092297554016113,-0.002110223053023219","0.32145506143569946,0.42912614345550537,-0.004722295328974724","0.3179018199443817,0.41796010732650757,-0.00670675840228796","0.3305780291557312,0.47899964451789856,-0.0018980202730745077","0.3212478756904602,0.46743243932724,-0.004148521926254034","0.3161875307559967,0.4595242440700531,-0.005245535634458065","0.3127863109111786,0.4504508078098297,-0.005928305443376303"
0.75,"0.3621019423007965,0.534221887588501,1.247004632887183e-07","0.3735525906085968,0.5092657804489136,-0.0061035784892737865","0.3802590072154999,0.48123928904533386,-0.007548423018306494","0.383203387260437,0.4582018256187439,-0.008846903219819069","0.38333213329315186,0.440578430891037,-0.009791869670152664","0.3549128472805023,0.4527968764305115,0.0017923136474564672","0.3530445992946625,0.42760202288627625,-0.00025383150205016136","0.35128939151763916,0.4159751832485199,-0.0035075575578957796","0.3484874963760376,0.4071858823299408,-0.0058721937239170074","0.3437820076942444,0.45863285660743713,0.0021977561991661787","0.3375052809715271,0.43158185482025146,0.0015250499127432704","0.3337060809135437,0.41731661558151245,-0.0012397244572639465","0.3298461139202118,0.40698739886283875,-0.003417298197746277","0.3352280259132385,0.4711894989013672,0.0012901717564091086","0.3245871067047119,0.4519783556461334,-0.00023010725271888077","0.31958404183387756,0.44054916501045227,-0.00285766227170825","0.31569886207580566,0.4293566048145294,-0.0048287129029631615","0.32871517539024353,0.4889772832393646,-0.0004119992663618177","0.3189762830734253,0.4780192971229553,-0.0020106472074985504","0.31450533866882324,0.47060245275497437,-0.0027011032216250896","0.3117482364177704,0.4613436460494995,-0.00310160662047565"
0.75,"0.3580326735973358,0.5583235621452332,1.0474116152181523e-07","0.36816415190696716,0.5332292914390564,-0.007014253176748753","0.3741503953933716,0.504598081111908,-0.009107649326324463","0.37672916054725647,0.4811300039291382,-0.01098537351936102","0.37491104006767273,0.46436047554016113,-0.012431086972355843","0.34810933470726013,0.47743549942970276,0.0004927890258841217","0.34475943446159363,0.4493962228298187,-0.003304294776171446","0.34208354353904724,0.439495325088501,-0.00770908035337925","0.3389965295791626,0.43546587228775024,-0.010421748273074627","0.3376320004463196,0.4853156507015228,0.001037241076119244","0.32977452874183655,0.4593283534049988,-0.0008136138203553855","0.3246671259403229,0.4462214410305023,-0.004389250185340643","0.3199077546596527,0.4377944767475128,-0.007124824449419975","0.330060213804245,0.4991922676563263,9.379605035064742e-05","0.31891655921936035,0.481924444437027,-0.002150563057512045","0.3130013048648834,0.47126829624176025,-0.004973859526216984","0.30807068943977356,0.4617074728012085,-0.0070228008553385735","0.3248451352119446,0.51836097240448,-0.0017656129784882069","0.3156445026397705,0.5082513689994812,-0.0038729298394173384","0.31010788679122925,0.5020579695701599,-0.0047926832921803","0.30562400817871094,0.49437254667282104,-0.005292271729558706"
0.75,"0.3561025559902191,0.575685977935791,1.087702727886608e-07","0.36534345149993896,0.5498964786529541,-0.007576815318316221","0.3702477216720581,0.5208069086074829,-0.009981179609894753","0.37209832668304443,0.4966464042663574,-0.011961297132074833","0.3697682023048401,0.4794810712337494,-0.013356500305235386","0.3443809151649475,0.49429383873939514,-0.0006533002015203238","0.3403177559375763,0.46710264682769775,-0.004490604158490896","0.33695024251937866,0.4575341045856476,-0.008584070019423962","0.33312493562698364,0.45352473855018616,-0.011016635224223137","0.33392494916915894,0.5022403597831726,0.0004571612225845456","0.32605311274528503,0.4764423966407776,-0.0014749499969184399","0.3208369016647339,0.46458667516708374,-0.004399680066853762","0.3158334791660309,0.45732513070106506,-0.006383033934980631","0.32659661769866943,0.5166972875595093,8.762216748436913e-05","0.3145642578601837,0.49996474385261536,-0.002326477551832795","0.30832165479660034,0.4908016324043274,-0.004711023066192865","0.30309736728668213,0.48236820101737976,-0.0061987172812223434","0.322162926197052,0.5361912846565247,-0.0011937450617551804","0.3119354844093323,0.5260542035102844,-0.0035740600433200598","0.30580928921699524,0.5203366875648499,-0.004465634468942881","0.3008740246295929,0.5133600831031799,-0.004680412821471691"
0.75,"0.35568952560424805,0.5904934406280518,9.941710743532894e-08","0.3645007312297821,0.5651177763938904,-0.007320074364542961","0.3688932955265045,0.5364289283752441,-0.01007959432899952","0.37033984065055847,0.5121662616729736,-0.012574626132845879","0.3676249086856842,0.4946634769439697,-0.01445028092712164","0.343614786863327,0.5089218020439148,-0.000977332005277276","0.33939141035079956,0.481353223323822,-0.00537751754745841","0.3353864550590515,0.4718383550643921,-0.009481865912675858","0.3311183452606201,0.4693164825439453,-0.011734426021575928","0.3330674469470978,0.5169971585273743,-0.0001460519852116704","0.3248263895511627,0.491448312997818,-0.002425502985715866","0.3195679187774658,0.4797323942184448,-0.004889311734586954","0.3142729103565216,0.4730019271373749,-0.006353370845317841","0.3259926736354828,0.5311521291732788,-0.0008315079612657428","0.31380560994148254,0.5161142945289612,-0.003429720876738429","0.30778294801712036,0.5070623755455017,-0.005259928293526173","0.30231526494026184,0.4984376132488251,-0.006309994962066412","0.32166779041290283,0.5502526164054871,-0.0024450551718473434","0.3114199638366699,0.5423046946525574,-0.004961061757057905","0.30567115545272827,0.5368024110794067,-0.005600760690867901","0.3009083867073059,0.5293213725090027,-0.005560759920626879"
0.75,"0.3558914363384247,0.5962692499160767,9.735987305248273e-08","0.3645194470882416,0.5720854997634888,-0.0077074929140508175","0.3686428964138031,0.5435680747032166,-0.01082934532314539","0.3697575330734253,0.5197359919548035,-0.01360579114407301","0.3673022985458374,0.5020025372505188,-0.015607994049787521","0.34339824318885803,0.5155453681945801,-0.0011977952672168612","0.3374957740306854,0.48703038692474365,-0.0065375990234315395","0.3340734839439392,0.4795598089694977,-0.011622006073594093","0.3312379717826843,0.48094022274017334,-0.014103858731687069","0.33310696482658386,0.523638904094696,3.693352118716575e-05","0.3248491883277893,0.4971400797367096,-0.002271207282319665","0.3190239369869232,0.48644012212753296,-0.005213558673858643","0.31374290585517883,0.48198872804641724,-0.007021934259682894","0.3261096179485321,0.5378077626228333,-0.00034075239091180265","0.3146345615386963,0.5229216814041138,-0.0021154999267309904","0.3082052171230316,0.5141716003417969,-0.003841535421088338","0.3029526174068451,0.5066530108451843,-0.005027919542044401","0.32178717851638794,0.5564264059066772,-0.0017661863239482045","0.3117121458053589,0.5486646294593811,-0.0030544621404260397","0.3055393397808075,0.5439627766609192,-0.0032114621717482805","0.3005143105983734,0.5375671982765198,-0.003014565445482731"
0.75,"0.35711222887039185,0.6030759215354919,8.777396232062529e-08","0.36553066968917847,0.5778523087501526,-0.007012179587036371","0.36951780319213867,0.5486902594566345,-0.009873619303107262","0.3702842891216278,0.5252347588539124,-0.012593221850693226","0.36687323451042175,0.5088777542114258,-0.01463764812797308","0.34359729290008545,0.522997260093689,-0.0008306443342007697","0.3376881778240204,0.4950306713581085,-0.006839552894234657","0.33410951495170593,0.487972617149353,-0.012412278912961483","0.33175957202911377,0.4906683564186096,-0.015105940401554108","0.3332049548625946,0.531578540802002,-0.0001645873999223113","0.3240801692008972,0.5061931014060974,-0.003078653011471033","0.31845784187316895,0.4956471920013428,-0.0064485580660402775","0.313923716545105,0.49205660820007324,-0.008549162186682224","0.3261576294898987,0.5460834503173828,-0.0011059195967391133","0.31429120898246765,0.531376302242279,-0.0035149978939443827","0.30783841013908386,0.5222567319869995,-0.005589352920651436","0.30275776982307434,0.5151126384735107,-0.00695254048332572","0.32181790471076965,0.5649566650390625,-0.0030098387505859137","0.31161433458328247,0.5569162964820862,-0.004828189965337515","0.30560097098350525,0.5519070029258728,-0.005220758728682995","0.3006877303123474,0.5455777049064636,-0.005147912073880434"
0.75,"0.3566726744174957,0.6039965152740479,9.444251247714419e-08","0.3649706244468689,0.5792012810707092,-0.007256768178194761","0.3688428997993469,0.5507392883300781,-0.010254736058413982","0.369255006313324,0.5278266668319702,-0.012974151410162449","0.36529555916786194,0.5123740434646606,-0.014877045527100563","0.34281644225120544,0.524436354637146,-0.0015785159775987267","0.33690908551216125,0.4955366253852844,-0.007600103504955769","0.333714097738266,0.4894147217273712,-0.01286108698695898","0.331501305103302,0.49296507239341736,-0.015126130543649197","0.3324008882045746,0.5326451659202576,-0.0004917191690765321","0.3237627148628235,0.5069372057914734,-0.002961277961730957","0.317981481552124,0.4967045783996582,-0.00542891351506114","0.3134186863899231,0.49371469020843506,-0.006697584874927998","0.3254225552082062,0.5471455454826355,-0.0010132669704034925","0.31391027569770813,0.5321445465087891,-0.0028116805478930473","0.3074413537979126,0.5233933925628662,-0.003894967958331108","0.3024442791938782,0.5162684917449951,-0.004434365313500166","0.3213103711605072,0.5662400126457214,-0.0025565498508512974","0.31133416295051575,0.5588214993476868,-0.003908955026417971","0.3050476014614105,0.5537818074226379,-0.0037561648059636354","0.3001936078071594,0.5473062992095947,-0.003077388508245349"
0.75,"0.35238033533096313,0.601296603679657,1.1281642287030991e-07","0.3602777421474457,0.5756352543830872,-0.006620772182941437","0.3636554777622223,0.5479831099510193,-0.009655879810452461","0.3638663589954376,0.5245627164840698,-0.012579991482198238","0.3597251772880554,0.5087025165557861,-0.014904145151376724","0.33835405111312866,0.523003101348877,-0.0009315854986198246","0.3326689302921295,0.49672192335128784,-0.005982766393572092","0.32922351360321045,0.48892709612846375,-0.010808666236698627","0.32614368200302124,0.48932868242263794,-0.013192877173423767","0.32823774218559265,0.5317535996437073,-0.00033279633498750627","0.3193170130252838,0.5068763494491577,-0.002343972446396947","0.3133379817008972,0.4956112802028656,-0.004999741446226835","0.30809593200683594,0.4907258450984955,-0.00673008942976594","0.32140469551086426,0.5463548898696899,-0.001195735763758421","0.3094455599784851,0.5311565399169922,-0.002805249998345971","0.3027680516242981,0.5225217342376709,-0.004466857295483351","0.29729536175727844,0.5153202414512634,-0.00564452912658453","0.3172124922275543,0.5654544234275818,-0.002977356081828475","0.3069896399974823,0.557512640953064,-0.004183013457804918","0.3008121848106384,0.5519620776176453,-0.004325633402913809","0.29592615365982056,0.5453264117240906,-0.004149297717958689"
0.75,"0.3476346433162689,0.5979823470115662,1.146045036648502e-07","0.35550010204315186,0.5729080438613892,-0.007149025332182646","0.35954177379608154,0.5453329086303711,-0.010549145750701427","0.35945555567741394,0.5222567915916443,-0.01364036463201046","0.35471588373184204,0.5064293146133423,-0.01613745465874672","0.3340224623680115,0.5216503143310547,-0.0023150930646806955","0.32825908064842224,0.49442699551582336,-0.007966971956193447","0.3243609368801117,0.4866764545440674,-0.013212611898779869","0.320451945066452,0.48707038164138794,-0.01592828705906868","0.3240327537059784,0.5302793979644775,-0.0016615354688838124","0.3154523968696594,0.5046639442443848,-0.004581446759402752","0.30918988585472107,0.4931856393814087,-0.007985386066138744","0.3035200536251068,0.488358736038208,-0.010275718756020069","0.3173562288284302,0.5448099970817566,-0.002424399834126234","0.3054399788379669,0.5295695066452026,-0.004786710254848003","0.29844680428504944,0.520901083946228,-0.007163590751588345","0.29257771372795105,0.513620138168335,-0.00885710772126913","0.31333425641059875,0.5638678073883057,-0.004077360965311527","0.3031649887561798,0.5556641221046448,-0.0059359208680689335","0.29660719633102417,0.5501977205276489,-0.006624205037951469","0.29113250970840454,0.5434139370918274,-0.0068709407933056355"
0.75,"0.3312878906726837,0.5953439474105835,1.3548978472499584e-07","0.338774710893631,0.5685075521469116,-0.007417276035994291","0.3421252965927124,0.539509654045105,-0.009879224933683872","0.3418760299682617,0.5141698718070984,-0.011839419603347778","0.33704873919487,0.49750471115112305,-0.013230218552052975","0.31906136870384216,0.5141920447349548,-0.00013265368761494756","0.31370770931243896,0.48775437474250793,-0.00462378328666091","0.3083166480064392,0.4792208969593048,-0.00958595983684063","0.30268293619155884,0.47738608717918396,-0.012573981657624245","0.3091775178909302,0.5217561721801758,0.0008890588069334626","0.30069443583488464,0.49726390838623047,-0.001656464533880353","0.29353493452072144,0.4868592321872711,-0.005641724914312363","0.28650975227355957,0.4813285171985626,-0.008368239738047123","0.30215883255004883,0.535999596118927,0.00044213089859113097","0.29046881198883057,0.5212628245353699,-0.0021497446577996016","0.2828332483768463,0.51292884349823,-0.005153606180101633","0.2758886516094208,0.5060794353485107,-0.007125703152269125","0.29815956950187683,0.5551522970199585,-0.0009044728358276188","0.28800079226493835,0.5466139316558838,-0.003304429817944765","0.2812771797180176,0.5415552258491516,-0.004451174754649401","0.27501294016838074,0.5353431105613708,-0.004863657057285309"
0.75,"0.3194248378276825,0.5867294073104858,1.1344355499431913e-07","0.326470285654068,0.5615927577018738,-0.008304416202008724","0.32960355281829834,0.5331237316131592,-0.011445698328316212","0.32937562465667725,0.5085248351097107,-0.01400922890752554","0.32467886805534363,0.49132397770881653,-0.015948807820677757","0.30819234251976013,0.5057559609413147,-0.001961703412234783","0.3018372654914856,0.47826436161994934,-0.007754247635602951","0.29597365856170654,0.4709717929363251,-0.01325110625475645","0.29054537415504456,0.47094759345054626,-0.01632380299270153","0.2986263036727905,0.5137829184532166,-0.000589985866099596","0.2901223599910736,0.48802709579467773,-0.004458828829228878","0.2829707860946655,0.4783117175102234,-0.008747325278818607","0.27619877457618713,0.4735885262489319,-0.011444439180195332","0.29190999269485474,0.5282261371612549,-0.000761238276027143","0.2800668776035309,0.5127941966056824,-0.004448678344488144","0.2725898027420044,0.5044983625411987,-0.00747764902189374","0.2660343050956726,0.4978795051574707,-0.00928661972284317","0.2878880202770233,0.5475799441337585,-0.0018768880981951952","0.2776552140712738,0.5389880537986755,-0.005146906711161137","0.2708257734775543,0.5331149101257324,-0.006688790861517191","0.26459693908691406,0.5260174870491028,-0.007300075609236956"
0.75,"0.3136979639530182,0.581929624080658,9.685428636885263e-08","0.32083860039711,0.5576471090316772,-0.008639121428132057","0.3237890303134918,0.5302914977073669,-0.012664811685681343","0.3226641118526459,0.5063745975494385,-0.016173504292964935","0.31706833839416504,0.4893469512462616,-0.019056137651205063","0.3032633066177368,0.5034165978431702,-0.003931362181901932","0.29659366607666016,0.4754388928413391,-0.010297064669430256","0.29017066955566406,0.46738195419311523,-0.015790598466992378","0.2841453552246094,0.4669139087200165,-0.018782366067171097","0.29352742433547974,0.5107998251914978,-0.002855042228475213","0.28424790501594543,0.48449790477752686,-0.0069116828963160515","0.2770955264568329,0.47366827726364136,-0.010629953816533089","0.270397424697876,0.46810758113861084,-0.01297122985124588","0.28689253330230713,0.5243658423423767,-0.003305273363366723","0.27486586570739746,0.508190929889679,-0.006777518894523382","0.26726529002189636,0.49930670857429504,-0.00910951104015112","0.2607627511024475,0.4919467568397522,-0.010598216205835342","0.2827907204627991,0.5428735613822937,-0.004769086837768555","0.2717941105365753,0.5346572995185852,-0.00762734143063426","0.2647709250450134,0.5289316773414612,-0.00858475174754858","0.2587112486362457,0.522680401802063,-0.008898848667740822"
0.75,"0.30276283621788025,0.5726662874221802,1.0255764948396973e-07","0.3100983500480652,0.5473273992538452,-0.007758461404591799","0.3132927119731903,0.5190260410308838,-0.010941329412162304","0.31186971068382263,0.49480587244033813,-0.013716272078454494","0.3058333098888397,0.47738054394721985,-0.016019316390156746","0.29340121150016785,0.4926818013191223,-0.002934189746156335","0.2870962619781494,0.4652409851551056,-0.009090079925954342","0.2806406021118164,0.4582536816596985,-0.01456944365054369","0.2746404707431793,0.45804697275161743,-0.01763591542840004","0.28382498025894165,0.5003789067268372,-0.002203297568485141","0.2749292552471161,0.47395598888397217,-0.006387586239725351","0.2680673897266388,0.46252673864364624,-0.01062680408358574","0.26147082448005676,0.4555458426475525,-0.013403978198766708","0.2771688401699066,0.5145816206932068,-0.0029261165764182806","0.2648034691810608,0.49800968170166016,-0.007183342706412077","0.25715476274490356,0.4887390732765198,-0.01045261975377798","0.2506711781024933,0.4815216064453125,-0.012463507242500782","0.27280715107917786,0.533583402633667,-0.004482033662497997","0.2615508437156677,0.5227368474006653,-0.008179472759366035","0.25511500239372253,0.5169713497161865,-0.009737594984471798","0.249644935131073,0.5114166736602783,-0.01042533665895462"
0.75,"0.2932240068912506,0.5603142976760864,1.0412742312837509e-07","0.30045443773269653,0.5369841456413269,-0.008250652812421322","0.30341172218322754,0.5093315839767456,-0.011552220210433006","0.301940381526947,0.4842486083507538,-0.01419573649764061","0.29527878761291504,0.46656304597854614,-0.0161778274923563","0.28470170497894287,0.48157352209091187,-0.003062987932935357","0.27799805998802185,0.45303815603256226,-0.009166950359940529","0.2709842920303345,0.4463430345058441,-0.014612097293138504","0.26425066590309143,0.4465915262699127,-0.017536241561174393","0.27531757950782776,0.48838168382644653,-0.0017578175757080317","0.26712512969970703,0.45975232124328613,-0.005485328380018473","0.25964200496673584,0.4490446448326111,-0.009168052114546299","0.2522521913051605,0.443206250667572,-0.011434512212872505","0.26842278242111206,0.5020017027854919,-0.0019277451792731881","0.25708499550819397,0.48549413681030273,-0.005065605975687504","0.2492285519838333,0.4761330783367157,-0.007284136489033699","0.24228283762931824,0.46862414479255676,-0.008737043477594852","0.2637980580329895,0.5203314423561096,-0.003082078881561756","0.25410977005958557,0.5102798342704773,-0.005441952031105757","0.24779433012008667,0.5047082901000977,-0.005955527536571026","0.2419760525226593,0.498871773481369,-0.006020767148584127"
0.75,"0.2862868905067444,0.5470957159996033,1.077780709124454e-07","0.2928076982498169,0.5237627625465393,-0.01018041092902422","0.2967294156551361,0.4961675703525543,-0.013776201754808426","0.296447217464447,0.470846027135849,-0.016142571344971657","0.28967761993408203,0.4530894458293915,-0.017809627577662468","0.279211163520813,0.46718519926071167,-0.003729851683601737","0.2736181914806366,0.43948647379875183,-0.009004050865769386","0.2666843831539154,0.43138378858566284,-0.014177986420691013","0.25950005650520325,0.4293276071548462,-0.017101304605603218","0.2706703245639801,0.47360333800315857,-0.0011407275451347232","0.2633688747882843,0.44483786821365356,-0.0043136789463460445","0.25536835193634033,0.4343281090259552,-0.008165455423295498","0.2476350963115692,0.4298574924468994,-0.01059167180210352","0.2639022767543793,0.48707857728004456,-0.00011747254029614851","0.25316351652145386,0.47024890780448914,-0.00274281925521791","0.24465174973011017,0.4604370594024658,-0.005572024267166853","0.23727017641067505,0.4536534547805786,-0.007506294641643763","0.25866180658340454,0.5055574774742126,-0.0002239255845779553","0.24933144450187683,0.49569573998451233,-0.0023812868166714907","0.24229586124420166,0.4885978102684021,-0.0035479755606502295","0.23571032285690308,0.4817863702774048,-0.004174733534455299"
